id,customerid,ordertimestamp,shippingaddressid,total,shippingcost,created,updated
1105,401,2017-12-29 20:01:54.789386+00,401,44.4,3.9,2018-08-02 13:30:40.686986+00,
1106,707,2017-05-29 04:30:39.304586+00,707,124.31,3.9,2018-08-02 13:30:40.686986+00,
1107,392,2016-10-30 14:19:35.781386+00,392,122,3.9,2018-08-02 13:30:40.686986+00,
1108,1044,2018-03-11 21:36:01.115786+00,1044,154.44,3.9,2018-08-02 13:30:40.686986+00,
1109,913,2018-03-27 06:23:25.893386+00,913,406,3.9,2018-08-02 13:30:40.686986+00,
1110,581,2016-08-22 02:27:40.485386+00,581,431.66,3.9,2018-08-02 13:30:40.686986+00,
1111,219,2018-04-14 13:57:48.290186+00,219,82.08,3.9,2018-08-02 13:30:40.686986+00,
1112,571,2016-09-05 01:37:36.702986+00,571,345.22,3.9,2018-08-02 13:30:40.686986+00,
1113,494,2016-12-25 12:18:53.474186+00,494,309.43,3.9,2018-08-02 13:30:40.686986+00,
1114,214,2017-10-12 09:18:54.856586+00,214,285.7,3.9,2018-08-02 13:30:40.686986+00,
1115,166,2018-01-21 03:59:42.568586+00,166,46.08,3.9,2018-08-02 13:30:40.686986+00,
1116,393,2018-01-20 01:51:02.210186+00,393,355.97,3.9,2018-08-02 13:30:40.686986+00,
1117,279,2017-07-31 13:29:22.322186+00,279,207,3.9,2018-08-02 13:30:40.686986+00,
1118,594,2016-12-11 10:26:06.021386+00,594,521.8,3.9,2018-08-02 13:30:40.686986+00,
1119,884,2017-02-06 00:08:52.043786+00,884,269,3.9,2018-08-02 13:30:40.686986+00,
1120,326,2018-05-11 03:25:00.155786+00,326,296.6,3.9,2018-08-02 13:30:40.686986+00,
1121,348,2017-07-23 04:57:12.261386+00,348,240,3.9,2018-08-02 13:30:40.686986+00,
1122,560,2017-07-02 01:17:24.251786+00,560,422.05,3.9,2018-08-02 13:30:40.686986+00,
1123,414,2017-07-10 17:05:22.840586+00,414,56.09,3.9,2018-08-02 13:30:40.686986+00,
1124,668,2018-01-28 09:58:17.205386+00,668,515.59,3.9,2018-08-02 13:30:40.686986+00,
1125,1043,2016-11-17 01:59:07.000586+00,1043,454.4,3.9,2018-08-02 13:30:40.686986+00,
1126,913,2018-06-26 16:56:05.387786+00,913,328.32,3.9,2018-08-02 13:30:40.686986+00,
1127,614,2016-10-31 13:53:25.029386+00,614,282.78,3.9,2018-08-02 13:30:40.686986+00,
1128,441,2017-05-05 03:39:14.046986+00,441,379.12,3.9,2018-08-02 13:30:40.686986+00,
1129,542,2018-07-22 08:51:17.704586+00,542,275.77,3.9,2018-08-02 13:30:40.686986+00,
1130,257,2017-11-08 02:26:24.539786+00,257,301.2,3.9,2018-08-02 13:30:40.686986+00,
1131,476,2017-04-08 13:51:38.152586+00,476,283.6,3.9,2018-08-02 13:30:40.686986+00,
1132,331,2018-03-28 01:39:11.310986+00,331,358.1,3.9,2018-08-02 13:30:40.686986+00,
1133,208,2017-04-10 08:20:43.518986+00,208,80.85,3.9,2018-08-02 13:30:40.686986+00,
1134,787,2017-05-16 17:13:05.685386+00,787,355,3.9,2018-08-02 13:30:40.686986+00,
1135,302,2017-10-22 22:37:15.621386+00,302,195.92,3.9,2018-08-02 13:30:40.686986+00,
1136,551,2017-05-09 23:27:52.754186+00,551,402.3,3.9,2018-08-02 13:30:40.686986+00,
1137,1013,2017-07-08 12:52:40.936586+00,1013,56,3.9,2018-08-02 13:30:40.686986+00,
1138,564,2017-12-29 01:23:56.766986+00,564,308.66,3.9,2018-08-02 13:30:40.686986+00,
1139,671,2016-10-13 21:17:14.459786+00,671,229.85,3.9,2018-08-02 13:30:40.686986+00,
1140,839,2017-03-11 10:44:40.494986+00,839,261,3.9,2018-08-02 13:30:40.686986+00,
1141,1034,2016-08-12 09:55:56.546186+00,1034,338.4,3.9,2018-08-02 13:30:40.686986+00,
1142,975,2018-06-10 09:33:01.835786+00,975,298.72,3.9,2018-08-02 13:30:40.686986+00,
1143,496,2016-09-12 14:58:04.994186+00,496,448.1,3.9,2018-08-02 13:30:40.686986+00,
1144,979,2016-12-30 05:45:12.491786+00,979,438.88,3.9,2018-08-02 13:30:40.686986+00,
1145,887,2017-06-30 02:12:12.030986+00,887,352,3.9,2018-08-02 13:30:40.686986+00,
1146,602,2018-06-26 10:30:30.923786+00,602,69,3.9,2018-08-02 13:30:40.686986+00,
1147,382,2018-04-22 18:44:12.299786+00,382,240.15,3.9,2018-08-02 13:30:40.686986+00,
1148,835,2017-11-08 10:28:27.717386+00,835,188,3.9,2018-08-02 13:30:40.686986+00,
1149,365,2017-11-21 02:12:25.336586+00,365,102.6,3.9,2018-08-02 13:30:40.686986+00,
1150,675,2018-05-30 10:37:05.166986+00,675,189.54,3.9,2018-08-02 13:30:40.686986+00,
1151,205,2017-01-22 03:17:45.736586+00,205,471,3.9,2018-08-02 13:30:40.686986+00,
1152,858,2017-03-08 17:42:52.091786+00,858,42.6,3.9,2018-08-02 13:30:40.686986+00,
1153,1055,2018-01-04 08:23:17.224586+00,1055,215,3.9,2018-08-02 13:30:40.686986+00,
1154,724,2016-11-22 17:50:21.198986+00,724,260,3.9,2018-08-02 13:30:40.686986+00,
1155,102,2017-07-25 04:50:09.333386+00,1102,240.66,3.9,2018-08-02 13:30:40.686986+00,
1156,141,2017-01-13 09:06:25.077386+00,141,634.57,3.9,2018-08-02 13:30:40.686986+00,
1157,963,2017-08-24 20:23:05.560586+00,963,314.58,3.9,2018-08-02 13:30:40.686986+00,
1158,116,2017-01-21 08:43:25.096586+00,1116,195.64,3.9,2018-08-02 13:30:40.686986+00,
1159,671,2018-04-15 07:44:09.563786+00,671,297,3.9,2018-08-02 13:30:40.686986+00,
1160,977,2017-12-19 04:55:03.870986+00,977,306,3.9,2018-08-02 13:30:40.686986+00,
1161,697,2017-07-10 18:12:17.675786+00,697,383.93,3.9,2018-08-02 13:30:40.686986+00,
1162,601,2016-11-09 22:21:59.003786+00,601,455.85,3.9,2018-08-02 13:30:40.686986+00,
1163,709,2017-01-12 13:34:21.352586+00,709,97.58,3.9,2018-08-02 13:30:40.686986+00,
1164,710,2016-09-15 07:47:59.992586+00,710,240.62,3.9,2018-08-02 13:30:40.686986+00,
1165,522,2018-02-14 05:12:58.168586+00,522,217.84,3.9,2018-08-02 13:30:40.686986+00,
1166,363,2017-07-22 04:58:06.952586+00,363,423.49,3.9,2018-08-02 13:30:40.686986+00,
1167,983,2017-01-21 11:41:45.909386+00,983,332.88,3.9,2018-08-02 13:30:40.686986+00,
1168,768,2016-08-09 13:15:06.443786+00,768,41.08,3.9,2018-08-02 13:30:40.686986+00,
1169,727,2017-05-28 22:11:12.299786+00,727,99,3.9,2018-08-02 13:30:40.686986+00,
1170,1038,2016-12-16 14:26:44.670986+00,1038,57.6,3.9,2018-08-02 13:30:40.686986+00,
1171,707,2017-11-28 07:13:02.027786+00,707,94.5,3.9,2018-08-02 13:30:40.686986+00,
1172,515,2017-08-14 17:46:02.603786+00,515,38.94,3.9,2018-08-02 13:30:40.686986+00,
1173,136,2016-10-30 11:56:13.019786+00,136,106,3.9,2018-08-02 13:30:40.686986+00,
1174,793,2018-01-19 12:12:15.774986+00,793,187.75,3.9,2018-08-02 13:30:40.686986+00,
1175,895,2016-10-17 04:43:57.899786+00,895,326.43,3.9,2018-08-02 13:30:40.686986+00,
1176,290,2017-02-19 05:26:23.157386+00,290,573.6,3.9,2018-08-02 13:30:40.686986+00,
1177,246,2018-02-13 01:55:25.384586+00,246,65,3.9,2018-08-02 13:30:40.686986+00,
1178,1079,2017-01-24 17:40:38.344586+00,1079,133.08,3.9,2018-08-02 13:30:40.686986+00,
1179,571,2017-03-21 21:24:36.741386+00,571,472.12,3.9,2018-08-02 13:30:40.686986+00,
1180,746,2017-09-11 06:19:37.365386+00,746,401.4,3.9,2018-08-02 13:30:40.686986+00,
1181,500,2016-08-31 11:05:46.427786+00,500,227.16,3.9,2018-08-02 13:30:40.686986+00,
1182,173,2017-07-04 19:33:42.040586+00,173,364.02,3.9,2018-08-02 13:30:40.686986+00,
1183,147,2017-01-11 08:59:59.128586+00,147,271.89,3.9,2018-08-02 13:30:40.686986+00,
1184,1036,2016-09-06 10:48:37.922186+00,1036,408.08,3.9,2018-08-02 13:30:40.686986+00,
1185,277,2017-12-01 19:14:51.410186+00,277,263.06,3.9,2018-08-02 13:30:40.686986+00,
1186,652,2016-11-08 23:21:18.510986+00,652,165.12,3.9,2018-08-02 13:30:40.686986+00,
1187,373,2016-12-28 22:10:47.502986+00,373,82.2,3.9,2018-08-02 13:30:40.686986+00,
1188,486,2017-01-27 10:57:26.171786+00,486,181,3.9,2018-08-02 13:30:40.686986+00,
1189,637,2016-10-08 11:11:17.080586+00,637,321.33,3.9,2018-08-02 13:30:40.686986+00,
1190,610,2018-06-27 23:24:36.453386+00,610,173.06,3.9,2018-08-02 13:30:40.686986+00,
1191,563,2018-07-18 03:34:22.014986+00,563,304.57,3.9,2018-08-02 13:30:40.686986+00,
1192,422,2018-05-06 22:17:59.934986+00,422,46.28,3.9,2018-08-02 13:30:40.686986+00,
1193,726,2017-12-25 16:00:22.139786+00,726,171,3.9,2018-08-02 13:30:40.686986+00,
1194,647,2016-10-12 19:59:30.155786+00,647,359.5,3.9,2018-08-02 13:30:40.686986+00,
1195,143,2017-10-04 20:37:41.224586+00,143,317.95,3.9,2018-08-02 13:30:40.686986+00,
1196,344,2017-07-27 05:48:42.357386+00,344,130.2,3.9,2018-08-02 13:30:40.686986+00,
1197,619,2016-12-17 05:02:03.774986+00,619,441.48,3.9,2018-08-02 13:30:40.686986+00,
1198,996,2017-08-06 09:24:47.973386+00,996,411.34,3.9,2018-08-02 13:30:40.686986+00,
1199,750,2017-01-13 09:32:30.040586+00,750,143,3.9,2018-08-02 13:30:40.686986+00,
1200,485,2018-06-18 08:03:36.482186+00,485,168.4,3.9,2018-08-02 13:30:40.686986+00,
1201,1024,2018-06-04 17:49:37.912586+00,1024,191.66,3.9,2018-08-02 13:30:40.686986+00,
1202,578,2017-08-04 11:02:47.493386+00,578,210.23,3.9,2018-08-02 13:30:40.686986+00,
1203,184,2018-07-02 03:59:02.306186+00,184,252.59,3.9,2018-08-02 13:30:40.686986+00,
1204,219,2017-12-15 16:46:41.368586+00,219,356.98,3.9,2018-08-02 13:30:40.686986+00,
1205,169,2018-02-04 06:00:09.755786+00,169,109.89,3.9,2018-08-02 13:30:40.686986+00,
1206,330,2017-03-24 00:03:50.334986+00,330,126.93,3.9,2018-08-02 13:30:40.686986+00,
1207,1092,2018-03-07 08:32:08.152586+00,1092,53,3.9,2018-08-02 13:30:40.686986+00,
1208,803,2017-04-23 21:20:53.051786+00,803,86.24,3.9,2018-08-02 13:30:40.686986+00,
1209,562,2017-08-06 01:39:17.877386+00,562,435.08,3.9,2018-08-02 13:30:40.686986+00,
1210,1068,2017-09-02 03:03:42.645386+00,1068,413.58,3.9,2018-08-02 13:30:40.686986+00,
1211,951,2018-06-12 05:42:26.949386+00,951,426.84,3.9,2018-08-02 13:30:40.686986+00,
1212,615,2018-03-10 10:37:00.760586+00,615,184.8,3.9,2018-08-02 13:30:40.686986+00,
1213,855,2017-10-11 17:30:19.461386+00,855,496,3.9,2018-08-02 13:30:40.686986+00,
1214,233,2016-12-11 05:07:12.568586+00,233,213.4,3.9,2018-08-02 13:30:40.686986+00,
1215,641,2018-07-10 16:26:29.867786+00,641,60.52,3.9,2018-08-02 13:30:40.686986+00,
1216,466,2017-05-23 16:20:46.946186+00,466,586.86,3.9,2018-08-02 13:30:40.686986+00,
1217,992,2016-08-25 18:56:47.608586+00,992,518.75,3.9,2018-08-02 13:30:40.686986+00,
1218,354,2017-09-19 15:13:35.349386+00,354,556.84,3.9,2018-08-02 13:30:40.686986+00,
1219,914,2018-03-28 19:25:58.072586+00,914,474.54,3.9,2018-08-02 13:30:40.686986+00,
1220,919,2018-01-02 08:49:05.598986+00,919,92.7,3.9,2018-08-02 13:30:40.686986+00,
1221,610,2016-09-02 01:56:24.654986+00,610,388.8,3.9,2018-08-02 13:30:40.686986+00,
1222,770,2016-11-23 06:01:40.907786+00,770,182.97,3.9,2018-08-02 13:30:40.686986+00,
1223,449,2018-01-03 14:49:51.995786+00,449,239.1,3.9,2018-08-02 13:30:40.686986+00,
1224,837,2016-08-24 15:53:02.536586+00,837,218,3.9,2018-08-02 13:30:40.686986+00,
1225,271,2017-01-20 17:23:54.376586+00,271,305.58,3.9,2018-08-02 13:30:40.686986+00,
1226,143,2016-10-17 08:24:02.325386+00,143,336.2,3.9,2018-08-02 13:30:40.686986+00,
1227,812,2016-10-16 19:57:46.302986+00,812,367.62,3.9,2018-08-02 13:30:40.686986+00,
1228,1014,2016-08-15 17:25:33.390986+00,1014,313.94,3.9,2018-08-02 13:30:40.686986+00,
1229,645,2016-10-16 08:53:28.946186+00,645,259.2,3.9,2018-08-02 13:30:40.686986+00,
1230,375,2016-12-12 13:37:31.864586+00,375,67.2,3.9,2018-08-02 13:30:40.686986+00,
1231,506,2017-11-24 11:17:15.294986+00,506,298,3.9,2018-08-02 13:30:40.686986+00,
1232,331,2017-06-03 06:39:20.354186+00,331,336.98,3.9,2018-08-02 13:30:40.686986+00,
1233,676,2017-11-15 18:25:10.955786+00,676,295.69,3.9,2018-08-02 13:30:40.686986+00,
1234,807,2017-02-24 19:07:11.243786+00,807,73,3.9,2018-08-02 13:30:40.686986+00,
1235,762,2018-05-26 06:20:23.675786+00,762,156.2,3.9,2018-08-02 13:30:40.686986+00,
1236,333,2017-12-01 05:19:47.704586+00,333,122,3.9,2018-08-02 13:30:40.686986+00,
1237,252,2016-12-13 22:49:46.869386+00,252,219.4,3.9,2018-08-02 13:30:40.686986+00,
1238,458,2017-07-28 03:06:15.054986+00,458,175.31,3.9,2018-08-02 13:30:40.686986+00,
1239,1045,2017-09-30 01:26:02.046986+00,1045,423.42,3.9,2018-08-02 13:30:40.686986+00,
1240,177,2016-09-08 15:38:34.648586+00,177,379.19,3.9,2018-08-02 13:30:40.686986+00,
1241,1027,2017-11-22 14:50:28.715786+00,1027,295.42,3.9,2018-08-02 13:30:40.686986+00,
1242,961,2017-09-14 04:40:44.795786+00,961,121.41,3.9,2018-08-02 13:30:40.686986+00,
1243,546,2018-01-30 17:14:01.672586+00,546,217.75,3.9,2018-08-02 13:30:40.686986+00,
1244,336,2017-02-26 16:49:11.877386+00,336,197,3.9,2018-08-02 13:30:40.686986+00,
1245,102,2017-09-26 15:44:55.413386+00,1102,347.64,3.9,2018-08-02 13:30:40.686986+00,
1246,371,2017-02-11 17:17:42.597386+00,371,418,3.9,2018-08-02 13:30:40.686986+00,
1247,957,2017-08-20 23:41:25.864586+00,957,79.54,3.9,2018-08-02 13:30:40.686986+00,
1248,552,2016-09-29 02:04:29.790986+00,552,465.32,3.9,2018-08-02 13:30:40.686986+00,
1249,620,2017-06-07 20:47:01.269386+00,620,355,3.9,2018-08-02 13:30:40.686986+00,
1250,619,2017-01-21 14:23:13.077386+00,619,429.68,3.9,2018-08-02 13:30:40.686986+00,
1251,898,2017-08-12 09:53:30.011786+00,898,519.06,3.9,2018-08-02 13:30:40.686986+00,
1252,385,2017-01-14 11:09:12.059786+00,385,338.62,3.9,2018-08-02 13:30:40.686986+00,
1253,708,2017-11-14 12:39:50.853386+00,708,230.08,3.9,2018-08-02 13:30:40.686986+00,
1254,1011,2017-04-05 14:22:03.870986+00,1011,153,3.9,2018-08-02 13:30:40.686986+00,
1255,619,2018-04-24 09:47:44.238986+00,619,310,3.9,2018-08-02 13:30:40.686986+00,
1256,530,2017-06-21 22:46:51.909386+00,530,168.92,3.9,2018-08-02 13:30:40.686986+00,
1257,579,2017-07-07 19:51:53.618186+00,579,521.5,3.9,2018-08-02 13:30:40.686986+00,
1258,986,2018-06-04 09:42:05.896586+00,986,304.95,3.9,2018-08-02 13:30:40.686986+00,
1259,981,2017-03-04 03:08:12.731786+00,981,593.6,3.9,2018-08-02 13:30:40.686986+00,
1260,372,2016-11-09 08:40:27.458186+00,372,319.37,3.9,2018-08-02 13:30:40.686986+00,
1261,899,2017-12-19 15:45:52.782986+00,899,510.07,3.9,2018-08-02 13:30:40.686986+00,
1262,301,2016-09-30 05:25:11.099786+00,301,107.21,3.9,2018-08-02 13:30:40.686986+00,
1263,354,2018-02-24 08:13:34.110986+00,354,407.31,3.9,2018-08-02 13:30:40.686986+00,
1264,353,2017-06-06 04:46:46.725386+00,353,59,3.9,2018-08-02 13:30:40.686986+00,
1265,261,2017-07-18 01:29:57.141386+00,261,455.7,3.9,2018-08-02 13:30:40.686986+00,
1266,354,2016-08-19 00:28:26.824586+00,354,380.54,3.9,2018-08-02 13:30:40.686986+00,
1267,159,2016-11-26 17:40:21.669386+00,159,438.6,3.9,2018-08-02 13:30:40.686986+00,
1268,424,2018-01-24 06:25:11.128586+00,424,192.18,3.9,2018-08-02 13:30:40.686986+00,
1269,250,2017-06-12 21:24:20.670986+00,250,144.95,3.9,2018-08-02 13:30:40.686986+00,
1270,346,2016-11-27 04:02:32.430986+00,346,182,3.9,2018-08-02 13:30:40.686986+00,
1271,592,2017-10-06 03:38:59.445386+00,592,137,3.9,2018-08-02 13:30:40.686986+00,
1272,723,2018-01-23 20:10:00.098186+00,723,188,3.9,2018-08-02 13:30:40.686986+00,
1273,392,2018-01-22 15:18:39.995786+00,392,320.94,3.9,2018-08-02 13:30:40.686986+00,
1274,447,2017-01-29 19:24:43.595786+00,447,422.36,3.9,2018-08-02 13:30:40.686986+00,
1275,588,2018-04-04 07:12:36.712586+00,588,200.89,3.9,2018-08-02 13:30:40.686986+00,
1276,905,2017-04-21 12:40:15.045386+00,905,138,3.9,2018-08-02 13:30:40.686986+00,
1277,339,2017-01-27 02:53:26.872586+00,339,468.2,3.9,2018-08-02 13:30:40.686986+00,
1278,123,2017-07-17 08:09:30.635786+00,1123,362.99,3.9,2018-08-02 13:30:40.686986+00,
1279,394,2017-06-11 03:15:49.010186+00,394,389.87,3.9,2018-08-02 13:30:40.686986+00,
1280,632,2018-01-17 00:41:38.421386+00,632,528.5,3.9,2018-08-02 13:30:40.686986+00,
1281,856,2017-04-03 22:09:19.202186+00,856,78.88,3.9,2018-08-02 13:30:40.686986+00,
1282,822,2016-12-26 17:55:23.685386+00,822,354.13,3.9,2018-08-02 13:30:40.686986+00,
1283,751,2017-02-11 08:58:03.179786+00,751,459.52,3.9,2018-08-02 13:30:40.686986+00,
1284,176,2016-12-05 14:15:55.374986+00,176,54,3.9,2018-08-02 13:30:40.686986+00,
1285,567,2017-08-24 06:45:01.374986+00,567,133,3.9,2018-08-02 13:30:40.686986+00,
1286,596,2017-06-09 01:03:31.701386+00,596,132.05,3.9,2018-08-02 13:30:40.686986+00,
1287,780,2017-09-26 07:14:22.034186+00,780,295.6,3.9,2018-08-02 13:30:40.686986+00,
1288,970,2017-01-20 00:11:43.634186+00,970,359.55,3.9,2018-08-02 13:30:40.686986+00,
1289,784,2018-03-18 15:39:19.058186+00,784,122,3.9,2018-08-02 13:30:40.686986+00,
1290,912,2018-06-14 05:42:29.973386+00,912,381.2,3.9,2018-08-02 13:30:40.686986+00,
1291,742,2017-11-22 05:24:16.667786+00,742,85.44,3.9,2018-08-02 13:30:40.686986+00,
1292,239,2016-12-02 09:13:25.672586+00,239,177.55,3.9,2018-08-02 13:30:40.686986+00,
1293,683,2016-10-11 09:53:52.562186+00,683,314.02,3.9,2018-08-02 13:30:40.686986+00,
1294,434,2017-03-14 10:35:06.366986+00,434,52,3.9,2018-08-02 13:30:40.686986+00,
1295,678,2017-08-20 19:37:57.006986+00,678,346.4,3.9,2018-08-02 13:30:40.686986+00,
1296,452,2017-08-20 04:31:49.979786+00,452,39,3.9,2018-08-02 13:30:40.686986+00,
1297,989,2018-01-19 01:47:53.426186+00,989,260.97,3.9,2018-08-02 13:30:40.686986+00,
1298,269,2016-09-20 01:50:43.288586+00,269,97,3.9,2018-08-02 13:30:40.686986+00,
1299,854,2018-04-06 13:17:43.173386+00,854,214.6,3.9,2018-08-02 13:30:40.686986+00,
1300,1089,2018-04-11 16:48:21.160586+00,1089,392.78,3.9,2018-08-02 13:30:40.686986+00,
1301,859,2017-07-29 17:18:22.859786+00,859,195.08,3.9,2018-08-02 13:30:40.686986+00,
1302,623,2017-04-10 02:30:46.936586+00,623,518.45,3.9,2018-08-02 13:30:40.686986+00,
1303,1095,2017-10-06 08:34:21.554186+00,1095,56,3.9,2018-08-02 13:30:40.686986+00,
1304,209,2016-11-10 07:30:04.226186+00,209,181.2,3.9,2018-08-02 13:30:40.686986+00,
1305,364,2017-10-05 16:38:24.741386+00,364,202.74,3.9,2018-08-02 13:30:40.686986+00,
1306,736,2018-08-01 02:17:45.102986+00,736,535.56,3.9,2018-08-02 13:30:40.686986+00,
1307,453,2017-06-17 22:35:38.853386+00,453,212.4,3.9,2018-08-02 13:30:40.686986+00,
1308,370,2016-10-04 05:37:55.998986+00,370,191.15,3.9,2018-08-02 13:30:40.686986+00,
1309,453,2017-03-30 04:11:19.643786+00,453,323,3.9,2018-08-02 13:30:40.686986+00,
1310,533,2017-09-18 01:26:18.981386+00,533,353.68,3.9,2018-08-02 13:30:40.686986+00,
1311,603,2017-11-18 16:40:53.262986+00,603,288.5,3.9,2018-08-02 13:30:40.686986+00,
1312,231,2017-06-06 20:03:00.280586+00,231,186.4,3.9,2018-08-02 13:30:40.686986+00,
1313,551,2017-09-20 12:54:52.782986+00,551,460.43,3.9,2018-08-02 13:30:40.686986+00,
1314,211,2016-09-06 16:46:33.851786+00,211,76.8,3.9,2018-08-02 13:30:40.686986+00,
1315,186,2018-05-06 11:52:04.274186+00,186,494.84,3.9,2018-08-02 13:30:40.686986+00,
1316,1074,2017-06-15 20:59:26.037386+00,1074,232.12,3.9,2018-08-02 13:30:40.686986+00,
1317,1033,2018-02-17 08:47:02.392586+00,1033,557.4,3.9,2018-08-02 13:30:40.686986+00,
1318,518,2016-10-28 21:34:26.421386+00,518,120.4,3.9,2018-08-02 13:30:40.686986+00,
1319,631,2018-01-18 03:20:57.803786+00,631,218.69,3.9,2018-08-02 13:30:40.686986+00,
1320,506,2017-08-08 09:54:44.661386+00,506,158.9,3.9,2018-08-02 13:30:40.686986+00,
1321,426,2017-08-14 03:01:20.776586+00,426,131,3.9,2018-08-02 13:30:40.686986+00,
1322,211,2017-10-05 05:05:32.776586+00,211,175.2,3.9,2018-08-02 13:30:40.686986+00,
1323,991,2017-09-05 14:29:38.853386+00,991,253.1,3.9,2018-08-02 13:30:40.686986+00,
1324,562,2017-11-26 01:18:39.160586+00,562,330.45,3.9,2018-08-02 13:30:40.686986+00,
1325,454,2017-05-26 11:02:01.010186+00,454,68,3.9,2018-08-02 13:30:40.686986+00,
1326,771,2017-09-20 12:08:26.987786+00,771,450.05,3.9,2018-08-02 13:30:40.686986+00,
1327,998,2016-11-15 07:14:32.229386+00,998,363.69,3.9,2018-08-02 13:30:40.686986+00,
1328,318,2018-05-14 23:27:55.086986+00,318,405.96,3.9,2018-08-02 13:30:40.686986+00,
1329,425,2018-04-17 03:23:55.874186+00,425,260.26,3.9,2018-08-02 13:30:40.686986+00,
1330,491,2018-01-24 06:31:32.670986+00,491,197.95,3.9,2018-08-02 13:30:40.686986+00,
1331,468,2016-11-15 05:13:05.166986+00,468,379.13,3.9,2018-08-02 13:30:40.686986+00,
1332,1006,2017-09-02 02:30:04.686986+00,1006,201.42,3.9,2018-08-02 13:30:40.686986+00,
1333,540,2017-03-04 11:37:24.981386+00,540,288,3.9,2018-08-02 13:30:40.686986+00,
1334,822,2016-10-17 01:34:26.104586+00,822,64,3.9,2018-08-02 13:30:40.686986+00,
1335,121,2016-09-03 01:14:24.539786+00,1121,277.58,3.9,2018-08-02 13:30:40.686986+00,
1336,798,2017-06-15 17:17:52.533386+00,798,435.88,3.9,2018-08-02 13:30:40.686986+00,
1337,731,2017-02-11 08:59:17.051786+00,731,401.74,3.9,2018-08-02 13:30:40.686986+00,
1338,488,2016-12-09 04:03:15.630986+00,488,87.4,3.9,2018-08-02 13:30:40.686986+00,
1339,209,2017-02-15 17:28:42.261386+00,209,577.22,3.9,2018-08-02 13:30:40.686986+00,
1340,390,2016-10-04 10:25:16.168586+00,390,170.91,3.9,2018-08-02 13:30:40.686986+00,
1341,194,2017-04-25 09:44:33.640586+00,194,104,3.9,2018-08-02 13:30:40.686986+00,
1342,366,2017-10-03 19:51:35.733386+00,366,211.21,3.9,2018-08-02 13:30:40.686986+00,
1343,655,2018-02-16 12:55:20.085386+00,655,336,3.9,2018-08-02 13:30:40.686986+00,
1344,658,2017-09-09 05:57:07.970186+00,658,461.5,3.9,2018-08-02 13:30:40.686986+00,
1345,120,2017-06-22 03:26:15.928586+00,1120,260.56,3.9,2018-08-02 13:30:40.686986+00,
1346,711,2018-07-01 05:54:09.035786+00,711,89.4,3.9,2018-08-02 13:30:40.686986+00,
1347,937,2016-10-28 15:44:07.893386+00,937,312.1,3.9,2018-08-02 13:30:40.686986+00,
1348,350,2016-08-08 10:05:07.864586+00,350,149.09,3.9,2018-08-02 13:30:40.686986+00,
1349,1056,2018-05-18 09:37:29.589386+00,1056,250.65,3.9,2018-08-02 13:30:40.686986+00,
1350,826,2017-01-29 08:10:11.243786+00,826,515.3,3.9,2018-08-02 13:30:40.686986+00,
1351,769,2018-03-09 12:42:16.869386+00,769,244.46,3.9,2018-08-02 13:30:40.686986+00,
1352,283,2017-07-25 00:06:37.864586+00,283,518.46,3.9,2018-08-02 13:30:40.686986+00,
1353,447,2017-12-05 08:40:06.290186+00,447,420.89,3.9,2018-08-02 13:30:40.686986+00,
1354,231,2017-04-03 22:02:12.904586+00,231,526.08,3.9,2018-08-02 13:30:40.686986+00,
1355,190,2016-12-25 22:41:10.197386+00,190,109.89,3.9,2018-08-02 13:30:40.686986+00,
1356,1079,2017-04-13 07:48:43.106186+00,1079,517.24,3.9,2018-08-02 13:30:40.686986+00,
1357,471,2018-03-12 15:30:45.755786+00,471,326.67,3.9,2018-08-02 13:30:40.686986+00,
1358,407,2017-12-17 12:13:44.594186+00,407,425.62,3.9,2018-08-02 13:30:40.686986+00,
1359,752,2017-05-24 17:27:33.746186+00,752,217.65,3.9,2018-08-02 13:30:40.686986+00,
1360,1028,2018-03-15 22:17:46.456586+00,1028,293.15,3.9,2018-08-02 13:30:40.686986+00,
1361,560,2017-03-03 20:00:25.970186+00,560,195.72,3.9,2018-08-02 13:30:40.686986+00,
1362,219,2016-12-23 22:05:42.338186+00,219,411.64,3.9,2018-08-02 13:30:40.686986+00,
1363,671,2016-09-30 09:54:43.883786+00,671,103.68,3.9,2018-08-02 13:30:40.686986+00,
1364,646,2018-02-09 03:45:07.854986+00,646,133.6,3.9,2018-08-02 13:30:40.686986+00,
1365,1050,2017-04-29 00:09:29.454986+00,1050,316.15,3.9,2018-08-02 13:30:40.686986+00,
1366,348,2018-03-11 08:17:53.656586+00,348,406.6,3.9,2018-08-02 13:30:40.686986+00,
1367,482,2016-08-06 11:26:50.632586+00,482,327.67,3.9,2018-08-02 13:30:40.686986+00,
1368,444,2017-05-01 16:01:58.043786+00,444,56,3.9,2018-08-02 13:30:40.686986+00,
1369,519,2018-03-17 17:48:00.453386+00,519,227.02,3.9,2018-08-02 13:30:40.686986+00,
1370,662,2016-08-14 20:51:45.438986+00,662,99,3.9,2018-08-02 13:30:40.686986+00,
1371,695,2017-05-19 20:30:11.858186+00,695,143.2,3.9,2018-08-02 13:30:40.686986+00,
1372,874,2018-06-23 16:36:16.869386+00,874,356.6,3.9,2018-08-02 13:30:40.686986+00,
1373,414,2017-10-22 23:53:52.619786+00,414,325.83,3.9,2018-08-02 13:30:40.686986+00,
